,AF3 Mean,AF3 Peak_to_Peak_Time,AF3 Peak_to_Peak_Slope,AF3 Mobility,AF3 LAR,AF3 Beta_Power,AF3 Gamma_Power,AF4 Mean,AF4 Peak_to_Peak_Time,AF4 Peak_to_Peak_Slope,AF4 Mobility,AF4 LAR,AF4 Beta_Power,AF4 Gamma_Power,F7 Mean,F7 Peak_to_Peak_Time,F7 Peak_to_Peak_Slope,F7 Mobility,F7 LAR,F7 Beta_Power,F7 Gamma_Power,F3 Mean,F3 Peak_to_Peak_Time,F3 Peak_to_Peak_Slope,F3 Mobility,F3 LAR,F3 Beta_Power,F3 Gamma_Power,F4 Mean,F4 Peak_to_Peak_Time,F4 Peak_to_Peak_Slope,F4 Mobility,F4 LAR,F4 Beta_Power,F4 Gamma_Power,F8 Mean,F8 Peak_to_Peak_Time,F8 Peak_to_Peak_Slope,F8 Mobility,F8 LAR,F8 Beta_Power,F8 Gamma_Power,FC5 Mean,FC5 Peak_to_Peak_Time,FC5 Peak_to_Peak_Slope,FC5 Mobility,FC5 LAR,FC5 Beta_Power,FC5 Gamma_Power,FC6 Mean,FC6 Peak_to_Peak_Time,FC6 Peak_to_Peak_Slope,FC6 Mobility,FC6 LAR,FC6 Beta_Power,FC6 Gamma_Power,label
0,-4.4503469309930904e-14,4.57755064987015e-14,7.22208030073008e-13,4.63223636078926e-13,-5.17136614126351e-16,9.63553310246171e-14,-3.84761529108031e-14,-3.5337668631967302e-15,34833.0,0.0074899491861166,15998.0,0.0132148018502313,29006.0,0.0068641798248638,26301.0,0.0079649937264742,27308.0,0.0066759850593232,65.0,6.55030153846154,13568.0,0.0126617924528302,33150.0,0.0045248778280543,0.754972204756964,0.549944755077942,0.464823389560129,0.47698419876508,0.71437878015121,0.519376566414161,0.646211537976319,0.800284418314701,0.0109597463081816,355.408391910083,47.2992927637384,37.3578904806488,338.010656973858,37.8700390598126,112.373682063098,0.0121182718238225,531343.148847895,73500.9511551048,1162690.92981389,170454.338757496,1499887.32689639,123709.142813995,1363794.01376951,167728.39650848,930119.121558763,204749.32848317,1602656.18340344,123890.912811318,1107313.27774774,177468.26114766,1142262.78863596,77525.6229927625,3
0,-1.89464440975789e-14,-2.17320717987586e-13,3.49223247134377e-14,4.907923673009719e-13,1.98868748626647e-13,-7.31546209622347e-13,-3.0663823578087497e-13,-1.2741176234251e-14,36738.0,0.0080298328705972,4154.0,0.112094752046221,11495.0,0.031697163984341,27943.0,0.0220870844218588,1406.0,0.460663157894737,23229.0,0.0503184037194886,25374.0,0.0112269173169386,168.0,0.874544642857143,0.60932095629881,0.340989051343388,0.254369945622029,0.148267007608243,0.344064933135408,0.170538763896632,0.35963890747979,0.672554502205923,9.7471950379953,37.4107263144172,64.798618048887,0.561689489761721,8.87483766640708,40.1621425390427,19.5579532609143,121.773148087605,494165.311009955,61205.6826086601,1224761.31699681,105386.570759511,882000.150623604,78557.6683856442,1208998.01222001,130043.605488662,1042571.61844554,93814.608437732,1192654.4284651,162086.796719444,1083158.5076754,152049.901906599,976451.258415198,67091.5836465369,4
0,-8.47517067389688e-15,-1.14683960331038e-15,-4.36222566312616e-15,-2.47924654768118e-15,3.81165349205199e-16,4.4626660761974297e-13,-1.30211432977607e-13,-5.4364358066221e-15,22022.0,0.0079466215602579,6638.0,0.017691473335342,30639.0,0.0052806749567544,6627.0,0.0231183039082541,7053.0,0.0319558343967106,85.0,2.70437411764706,14751.0,0.0129673717036133,8690.0,0.0137942002301496,0.943391017711514,0.839279721717711,0.76553352618236,0.865281003865979,0.487261214334847,0.554602802976601,0.700657822973673,0.929710276725594,67.7370719592422,465.198386799272,69.9135819677588,396.300925575401,15.3477465481091,0.786242063293859,77.3473894690364,486.623096991093,403392.051019839,62372.7633233443,849510.028902127,103267.088143988,561414.568667472,79061.2535536139,568738.275597222,86941.2273346229,1300006.1518255,171994.409679857,1175268.17249194,200103.475891623,1241875.96555831,193226.618864524,619259.402806341,98710.14637543,1
0,1.97396098096189e-14,8.008930407568881e-15,6.0559223756276205e-15,1.1672724436673801e-15,-1.99191215998099e-13,-3.06008161285502e-13,7.96212062784193e-15,8.51937991030567e-15,706.0,0.324326628895184,11482.0,0.0158330604424316,472.0,0.685027966101695,321.0,0.893442056074766,24886.0,0.0128534879048461,5023.0,0.0520936293051961,7130.0,0.0362319074333801,2632.0,0.0772057750759878,0.809049772070039,0.657343077335101,0.553482826432601,0.661183664791283,0.466392630308979,0.472765775246052,0.519829164222583,0.758918663963934,112.14037566328,109.43882355481,67.4723207180531,139.325438415504,186.601895723934,84.6341027699692,0.0082965698395398,103.386833328155,360087.304061272,37521.2068937034,996336.392972196,68364.3966142208,645317.960235552,46919.8930957446,352610.941811848,37658.3104027985,1411737.68527841,116816.850221577,1168849.74417575,157889.100388624,1356075.57374403,120337.241848679,645901.943289719,52261.2901844238,2
0,2.0527945941211e-14,1.38895761635522e-13,4.42538171513872e-15,-2.6406659865015103e-15,1.73344787465054e-14,-7.91485018044147e-13,-1.81248210115143e-13,5.6283187528837806e-15,7314.0,0.0209818977303801,31349.0,0.0035620530160451,487.0,0.351709240246407,2310.0,0.0539461904761905,32721.0,0.0096542679013477,30611.0,0.0111867008591683,43.0,5.2265976744186,16800.0,0.0088827916666666,1.06495960546206,0.866026998437911,0.836551488925416,1.20336159272174,0.372453890661374,0.414304848492962,0.664727221631234,0.655025099125258,554.117450577409,643.318476704437,374.306691088415,36.5065651091873,19.6677392247696,31.2761891922991,408.689263720417,588.49840044511,194666.490368029,35837.169253384,512867.874505393,64496.1251789757,376944.018135946,70054.0345341881,197110.277159417,28142.5368771145,839294.583876889,168119.941352265,1590770.82387363,147158.877238841,972833.257392486,154627.928363503,381187.079910739,68607.0306417611,3
0,5.88064575598336e-14,1.00064448808696e-13,-5.6578163442355305e-14,-6.44756419934314e-14,3.61769754125954e-13,4.793356737127999e-13,3.18336408391447e-13,-1.56946504313088e-13,13666.0,0.0170740011707888,4484.0,0.0507787912578055,15269.0,0.0179851594734429,7231.0,0.0283146729359701,11766.0,0.0368401495835458,110.0,4.01981363636364,28651.0,0.0109719974869987,12674.0,0.0180462048287833,0.547342287798099,0.452027446699541,0.442432044498472,0.579294321551356,0.182103409095386,0.196057586316963,0.245707747996948,0.566656749322258,199.401026973124,375.817287129842,137.080464372,302.672169565901,0.403417627348445,28.3546280635929,207.841520324368,154.835445649589,408808.470624532,66290.4003720186,894697.565237543,82426.4895682019,807104.189374586,81280.080802556,386344.701697195,57871.931995076,1374982.45359047,113815.4950557,1505271.94842915,92906.8035961363,1451255.91290478,104759.006369443,686536.474790609,83325.8788770328,4
0,4.40903544285312e-15,-1.63202668524214e-15,-8.83664619512169e-15,-2.0804346545313003e-16,-1.6888671320534401e-15,2.89329019455174e-15,-2.98690975400565e-16,1.33742227791298e-16,24129.0,0.0155467653031622,23945.0,0.0223375234913343,24115.0,0.054998229317852,144.0,14.6198361111111,17646.0,0.0739907401110733,5789.0,0.198940525133875,285.0,2.7134501754386,210.0,1.92674047619048,0.540910284197299,0.243436768470435,0.0626483135780238,0.0810669298584991,0.0613035175662872,0.16950213819447,0.177427873012128,0.188005029942132,24.5873264021798,167.025186569917,38.0852919755401,4.51310672997383,37.3753115485471,7.86420368996801,20.4199890941838,104.052860427294,96772.6993369342,28039.5154038251,69114.2564970649,48628.2612830029,90370.7737948969,40918.3881286393,179448.313016065,65382.591724836,112903.896132207,59500.2086839673,229536.66168688,90859.7368460031,91921.3458026007,54358.3795445297,56745.0357340044,39011.2900366218,1
0,-4.33919227945099e-16,-3.2737125313803205e-15,-2.9571892589409203e-15,2.7164532489165804e-15,-1.11581883658656e-15,3.2068414174846705e-15,7.2592309195609895e-16,5.71376517619489e-16,16084.0,0.008026759512559,34806.0,0.0178351232546113,182.0,1.4497043956044,7038.0,0.040694828076158,13254.0,0.0728759167043911,120.0,7.47435916666667,16539.0,0.0118755728883246,24742.0,0.007088533667448,1.16201849384477,0.192835359979682,0.255640523331216,0.39827124439661,0.087272419493263,0.205435097148018,0.373574513124381,0.464507471335896,283.164717962872,14.031260464345,14.1278526313815,19.8303155595375,37.9225073823417,1.48222743388666,255.03368391031,13.2337407566864,88856.9578824221,24661.5181933848,66779.5708109271,41978.3681692951,74940.2457415183,30445.570177426,173751.084947481,63061.0591059067,79175.8452722388,41984.1147405751,213381.021890569,93094.4121250615,85261.4208163577,41344.9122421185,40459.3505321666,29361.5435700008,2
0,7.030383107562551e-15,-2.65404020928064e-15,-2.1591939664528404e-15,-7.73104377871363e-16,-6.375046191385191e-15,1.62073289711754e-14,3.4475774275090098e-16,1.29841412814052e-16,16081.0,0.0119586903799515,1733.0,0.604997922677438,97.0,14.9405226804124,191.0,14.8187659685864,8343.0,0.127667253985377,122.0,9.6059262295082,13889.0,0.0164583339333285,38096.0,0.0128252283704326,0.808415203033044,0.138836329802918,0.0849266649507743,0.0441564251067569,0.0799021948187584,0.119374177103,0.384468669313229,0.174671490139556,1.40075754709756,31.7144783656978,17.2367792534277,8.86828724518913,7.95616471285504,18.7155644271374,2.23319713345875,0.330006212510174,70959.8032877569,29464.0802542011,64381.0669669683,42068.797448527,94834.5990362438,45783.5999252177,196528.093821313,75312.0567767853,112820.387993876,60279.8522825424,259283.311346892,106365.299153158,130783.869538808,88095.5310310356,45550.3162259928,36806.1895233802,3
0,8.64866406383725e-16,-2.3798686423084804e-15,2.0150495653888902e-15,9.856504983268e-14,2.21863495658231e-15,-1.18168688377378e-14,8.63380381630489e-16,-1.13680893622603e-15,7622.0,0.0416304644450276,6710.0,0.138064098360656,385.0,4.31301948051948,4475.0,0.629250837988827,4703.0,0.242562002976823,9584.0,0.128659933222037,4622.0,0.0795526395499784,294.0,0.933194557823129,0.771601418197969,0.127325645282279,0.0584038756114894,0.0388047336601489,0.0680630584861459,0.124352936597391,0.287199253662084,0.27605831199778,5.12040849496122,14.2557422480812,12.4301315939725,5.57086630974237,12.1153759422734,4.8021958493978,112.17214261674,44.1508392687129,67122.1970566254,48923.0377146274,58569.3316114711,45194.25343062,79805.7587643117,37164.9920091777,161692.199646669,65714.2897191488,86650.132965828,53633.0512580072,216820.664395021,99333.6609724165,88112.7541010967,53757.1770900477,51979.6151325954,42533.4674928193,4
0,5.16393601749733e-16,-5.7954965376229e-16,1.25915335416e-13,1.50456291203327e-14,2.7402296449683702e-15,-1.22857096473839e-15,4.36891277451573e-16,2.24761243927042e-16,2648.0,0.0747540407854985,2652.0,0.127625075414781,31026.0,0.0691479629987752,2237.0,0.0408054090299508,22960.0,0.0073315897212543,11092.0,0.0358886494771006,4313.0,0.0673575005796429,690.0,0.318096811594203,0.393450484071353,0.256827965168223,0.0225004441416936,0.43586327477776,0.368664495173362,0.224081798190784,0.1901557422101,0.2653989948955,23.8901855715483,12.8732476434391,22.8221796615103,56.268534257738,333.673275897991,185.166297993574,243.506437998461,342.395651412974,81658.797225944,42249.6897118626,126798.033139655,60205.2839777814,67248.2520712529,39492.0588200843,59365.9508891323,28872.3817945859,87638.448959787,47982.2266413825,72943.9593565014,41712.5748903569,63670.9799582357,46215.0069798262,39027.0700667882,28396.6615280674,1
0,-2.1101551495960303e-15,-1.8709051643249303e-15,-2.02084506192651e-14,-1.08271763520822e-14,-1.56627008991142e-15,-5.07626055705637e-14,-7.43012376618321e-16,1.06696577282391e-15,2621.0,0.0726869515452118,129.0,5.96104341085271,1065.0,1.53436835680751,184.0,0.989410326086957,28800.0,0.0116319513888889,1918.0,1.60055870698644,21559.0,0.0079091330766733,505.0,1.37039801980198,0.385120172775443,0.16661133871341,0.0279878184114462,0.421684391455912,0.197890121252316,0.0417440649785686,0.249058797505682,0.11913797864508,28.0124445020052,62.7520585458954,15.9719959911008,131.441726185524,169.02374825699,2.94039874637093,94.7294572541075,40.7541591817677,83815.5534965405,47855.336667749,147241.399391623,73818.3093705001,72319.6937904686,44269.6626453109,64615.9021775571,37085.5189735038,73359.7789618605,45003.1252299706,176540.144920102,81304.7242738045,54181.5982364375,39864.5348188098,42965.0269004162,33883.1089454976,2
0,4.59627456176093e-15,4.42835376464519e-16,1.72670503733273e-14,4.9763253924012005e-15,2.8501954767078804e-15,5.72223551728834e-14,1.14052399810912e-15,-4.73893293807165e-15,8672.0,0.0564740774907749,17550.0,0.0503178005698006,19069.0,0.04169742514028,461.0,1.41442863340564,10250.0,0.0413883902439024,321.0,7.8808214953271,3091.0,0.206306114526043,2053.0,0.169607842182172,0.107765790088795,0.0897344104568358,0.0516461344564742,0.0891629525489984,0.123411741059991,0.0526715725116666,0.0596707682097483,0.0997812373486027,154.404435285928,36.0767623795732,0.0104673232219127,80.474159797791,69.0354121578103,7.63778972141774,54.2050919589307,13.0793987620683,98700.3128717771,52764.3490150883,168786.53567211,90923.4728329213,75964.5770791302,43704.9113570721,76131.2559817946,45273.6748616139,118411.889782454,64044.1324589477,207011.387832832,93899.008418832,98114.0564708407,58417.4641856535,69383.0693892394,47242.2358764139,3
0,-3.78936312075344e-17,-5.581508973156831e-15,-1.04425931459445e-13,-6.95459584514748e-16,-1.5142592235481402e-15,-1.84081316307189e-15,-4.43504087603476e-15,3.4698677988075603e-15,249.0,2.5877859437751,107.0,4.22238224299065,190.0,14.9885278947368,8646.0,0.0416970622253065,8359.0,0.0536194640507238,2115.0,0.295568841607565,2198.0,0.363850545950864,1550.0,0.564019870967742,0.0669954931004177,0.114982522480918,0.0376578917326455,0.0858982226267603,0.128046274847319,0.0766102423445148,0.0556693631899368,0.06358349084503,77.2772261460733,123.525239916214,22.9694337943901,117.133961472175,102.865213346584,52.7971370529043,83.3213872381187,77.2191031576585,81348.0683435965,43230.8224968498,112659.994732601,58485.1326036005,69378.4544131652,42492.6075947218,60544.1534911142,35796.5431099296,86522.6991795174,48891.9758944549,146137.002754461,70853.5832852431,77090.4112725827,47085.3269000134,62200.7191376663,41850.3885833577,4
0,3.18306502143289e-15,-2.2706458229455903e-15,5.2835610101328805e-15,-9.911785104088401e-16,4.55095080678721e-17,-2.60945946668354e-15,-1.09133657877699e-14,-2.3245142202504204e-15,1540.0,0.24309012987013,641.0,1.57806271450858,7510.0,0.0938577363515313,1099.0,0.733300454959054,5524.0,0.0432610970311369,215.0,1.74537813953488,1298.0,0.190233667180277,10991.0,0.0325674369939041,0.160442872739028,0.0747223070649177,0.0472658089171158,0.0507245241013984,0.141594532320095,0.137317754836253,0.134233283470239,0.118731191901889,41.4985780937068,49.0303872680512,67.3077491297391,23.6471642045535,44.447177313354,65.6605637385669,103.603037524849,137.916792066183,119034.082106254,42163.423867357,58925.7326213309,35455.6926848089,62876.0000443962,36697.0389268444,60502.4929845757,36779.8700689638,60527.5816489228,37690.6525114351,60071.299641164,35926.3293265232,60228.9597199428,35627.109019463,85214.3455482735,41938.0415615954,1
0,-1.1401524919208102e-15,1.21854029765405e-16,-6.29331482995718e-15,-9.038745561561869e-16,-2.20674675855641e-16,4.812862669545169e-16,-1.09074216887569e-15,-2.4697731398793e-15,10350.0,0.0363433913043478,4591.0,0.0441778479634067,29322.0,0.0214943148489189,1261.0,0.527257335448057,13047.0,0.0165869855139112,13742.0,0.019293290641828,624.0,1.07782740384615,12837.0,0.0264759367453455,0.190929755943632,0.172086505950627,0.0573713173793175,0.0533477637453286,0.196884410800791,0.151143192751578,0.113674178709292,0.137987593158536,93.3164173280468,283.187411909932,12.7118552938453,68.1939211799472,232.300663872306,207.98778310086,65.1663301754031,149.536113733645,122779.604898653,39070.9050971847,49233.2187768441,29539.5669624543,59339.3207022428,33820.7351159532,69628.2281395376,34272.9952637404,54123.6085930683,32567.4191022935,73179.121378445,39931.7538452257,64743.2789329052,34593.1484216541,121448.218791187,49096.488687082,2
0,1.51946031018447e-16,9.18363297500245e-16,2.92687435397489e-14,-5.3127242459151505e-15,-1.84415671876667e-15,1.8831500082916e-13,4.762709334123439e-16,-1.03130117874623e-15,23169.0,0.0096725279468255,13844.0,0.0132613189829529,176.0,14.6816738636364,264.0,3.92579696969697,399.0,1.55034987468672,282.0,8.61065744680851,17302.0,0.014775222517628,629.0,0.643267090620032,0.24356757085339,0.202941205454134,0.0399122195624403,0.0585014256434452,0.166631744019256,0.0364984748367197,0.163151856885659,0.153583783456034,245.821941729987,182.703523399436,22.0281276626755,47.4691323376489,18.641531994458,6.78054507345289,130.683401443282,62.3649296786216,126740.235451688,37740.0515876736,49028.6143590472,29004.4900837546,63573.3804110364,35013.8869469709,81365.6863278231,35039.3202179329,59111.1056370634,33921.7993399991,80381.1721396673,40781.3346412184,77218.0356760213,36706.2034711251,115507.533975541,39323.2920443791,3
0,-5.43899278530123e-16,-1.2631540621601202e-15,-5.71540061537391e-15,3.5156549677121304e-15,1.03652936277257e-15,5.3305101423157105e-15,2.1283217157646499e-16,-1.4132464860167901e-15,14308.0,0.0147846379647749,431.0,1.65566078886311,10731.0,0.269492442456435,34136.0,0.006467345324584,417.0,0.275473141486811,172.0,13.4578104651163,1716.0,0.143894696969697,15166.0,0.0198487274165897,0.220821540459844,0.113986916935446,0.02873906196821,0.243940517839346,0.346679391913171,0.0480322410549252,0.197145304323455,0.195918195177011,291.977887376053,43.3810092230719,22.8260629007813,69.9468751444273,572.238900724116,31.5931149132851,331.096898481778,85.3669737513756,125600.674143565,42031.0783349855,49608.0755324045,30820.7191650347,65034.6707541612,35186.7899238275,82520.857766473,35284.2916218826,52263.3826360238,32003.4635526833,75093.4926475798,42200.5138806987,65125.5291255831,36065.8165534516,110134.341537888,48519.2039412232,4
